id;player_id;player_name;position;apps;goals;assists
1;1;Jermaine Beckford;Centre-Forward;185;59.0;18.0
2;1;Jermaine Beckford;Right Winger;8;8.0;1.0
3;1;Jermaine Beckford;Second Striker;1;;
4;1;Jermaine Beckford;Left Winger;1;;
5;2;Harry Charsley;Central Midfield;28;4.0;
6;2;Harry Charsley;Left Midfield;20;5.0;4.0
7;2;Harry Charsley;Right Midfield;17;4.0;
8;2;Harry Charsley;Right-Back;7;;
9;2;Harry Charsley;Attacking Midfield;5;1.0;
10;2;Harry Charsley;Defensive Midfield;5;1.0;1.0
11;2;Harry Charsley;Left-Back;5;;
12;2;Harry Charsley;Right Winger;1;;
13;3;Mark Davies;Central Midfield;71;7.0;8.0
14;3;Mark Davies;Attacking Midfield;36;4.0;4.0
15;3;Mark Davies;Right Midfield;22;1.0;1.0
16;3;Mark Davies;Left Midfield;11;;3.0
17;3;Mark Davies;Defensive Midfield;2;1.0;
18;4;Alex McQuade;Centre-Back;34;1.0;
19;4;Alex McQuade;Defensive Midfield;3;;
20;4;Alex McQuade;Left-Back;3;;1.0
21;5;Przemyslaw Kazimierczak;Goalkeeper;29;;
22;5;Przemyslaw Kazimierczak;Defensive Midfield;1;;
23;6;Jaroslaw Fojut;Centre-Back;181;13.0;5.0
24;7;Sammy Ameobi;Left Winger;73;8.0;8.0
25;7;Sammy Ameobi;Right Winger;61;5.0;7.0
26;7;Sammy Ameobi;Centre-Forward;43;3.0;2.0
27;7;Sammy Ameobi;Second Striker;7;1.0;
28;7;Sammy Ameobi;Attacking Midfield;6;1.0;1.0
29;7;Sammy Ameobi;Right Midfield;1;;
30;8;Ali Al-Habsi;Goalkeeper;270;;
31;9;Michael O'Halloran;Left Winger;52;11.0;7.0
32;9;Michael O'Halloran;Centre-Forward;49;7.0;9.0
33;9;Michael O'Halloran;Right Winger;37;8.0;9.0
34;9;Michael O'Halloran;Attacking Midfield;3;3.0;
35;9;Michael O'Halloran;Second Striker;1;;
36;10;David N'Gog;Centre-Forward;160;32.0;16.0
37;10;David N'Gog;Attacking Midfield;1;;
38;11;Jussi Jääskeläinen;Goalkeeper;189;;
39;12;Radhi Jaidi;Centre-Back;5;1.0;
40;13;Jamie Proctor;Centre-Forward;168;36.0;21.0
41;13;Jamie Proctor;Right Winger;4;;
42;13;Jamie Proctor;Attacking Midfield;2;;
43;13;Jamie Proctor;Second Striker;1;1.0;
44;13;Jamie Proctor;Left Winger;1;;
45;14;Josh Vela;Attacking Midfield;63;7.0;5.0
46;14;Josh Vela;Defensive Midfield;58;2.0;2.0
47;14;Josh Vela;Central Midfield;47;4.0;2.0
48;14;Josh Vela;Right-Back;37;;3.0
49;14;Josh Vela;Centre-Forward;2;;
50;14;Josh Vela;Right Midfield;1;;
51;14;Josh Vela;Left Midfield;1;;
52;15;Tope Obadeyi;Left Winger;62;9.0;11.0
53;15;Tope Obadeyi;Centre-Forward;15;3.0;
54;15;Tope Obadeyi;Right Winger;14;6.0;
55;15;Tope Obadeyi;Left Midfield;14;2.0;2.0
56;15;Tope Obadeyi;Second Striker;5;1.0;1.0
57;15;Tope Obadeyi;Attacking Midfield;2;;
58;15;Tope Obadeyi;Right Midfield;1;;
59;16;Alexander Samizadeh;Centre-Forward;2;;
60;17;Tim Ream;Centre-Back;181;2.0;2.0
61;17;Tim Ream;Left-Back;76;;6.0
62;17;Tim Ream;Defensive Midfield;9;;1.0
63;17;Tim Ream;Right-Back;3;;
64;18;Prince Gouano;Centre-Back;172;1.0;1.0
65;18;Prince Gouano;Right-Back;2;;
66;18;Prince Gouano;Defensive Midfield;1;;
67;19;Tamir Cohen;Central Midfield;3;;
68;19;Tamir Cohen;Attacking Midfield;2;;1.0
69;20;Craig Gardner;Central Midfield;125;16.0;5.0
70;20;Craig Gardner;Right Midfield;39;3.0;7.0
71;20;Craig Gardner;Right-Back;32;6.0;2.0
72;20;Craig Gardner;Attacking Midfield;23;;2.0
73;20;Craig Gardner;Left Midfield;16;2.0;2.0
74;20;Craig Gardner;Defensive Midfield;11;3.0;
75;20;Craig Gardner;Second Striker;3;;
76;20;Craig Gardner;Centre-Forward;3;1.0;
77;21;Karim Matmour;Right Winger;171;20.0;28.0
78;21;Karim Matmour;Centre-Forward;38;4.0;4.0
79;21;Karim Matmour;Left Winger;33;1.0;4.0
80;21;Karim Matmour;Right Midfield;26;3.0;3.0
81;21;Karim Matmour;Second Striker;15;1.0;1.0
82;21;Karim Matmour;Attacking Midfield;8;2.0;1.0
83;21;Karim Matmour;Central Midfield;3;;
84;21;Karim Matmour;Left Midfield;2;;
85;21;Karim Matmour;Right-Back;1;;
86;22;Rabiola;Centre-Forward;62;12.0;6.0
87;22;Rabiola;Second Striker;2;;1.0
88;23;Stephen Husband;Central Midfield;79;17.0;12.0
89;23;Stephen Husband;Right Midfield;5;1.0;3.0
90;23;Stephen Husband;Defensive Midfield;1;;
91;23;Stephen Husband;Left Midfield;1;;
92;23;Stephen Husband;Attacking Midfield;1;;
93;24;Emmanuel Krontiris;Centre-Forward;32;4.0;4.0
94;24;Emmanuel Krontiris;Right Winger;28;6.0;1.0
95;24;Emmanuel Krontiris;Left Winger;14;2.0;2.0
96;24;Emmanuel Krontiris;Second Striker;12;5.0;3.0
97;24;Emmanuel Krontiris;Attacking Midfield;12;3.0;2.0
98;24;Emmanuel Krontiris;Left Midfield;5;3.0;1.0
99;24;Emmanuel Krontiris;Central Midfield;4;1.0;
100;24;Emmanuel Krontiris;Right Midfield;4;1.0;
101;25;Jeroen Veldmate;Centre-Back;153;15.0;8.0
102;26;Pavel Mogilevets;Attacking Midfield;74;;2.0
103;26;Pavel Mogilevets;Central Midfield;39;1.0;2.0
104;26;Pavel Mogilevets;Defensive Midfield;36;2.0;2.0
105;26;Pavel Mogilevets;Left Winger;3;;
106;26;Pavel Mogilevets;Right Winger;2;;
107;26;Pavel Mogilevets;Left Midfield;1;;
108;27;Keith Andrews;Central Midfield;57;8.0;2.0
109;27;Keith Andrews;Defensive Midfield;35;5.0;2.0
110;27;Keith Andrews;Right Midfield;1;;
111;27;Keith Andrews;Attacking Midfield;1;;
112;27;Keith Andrews;Centre-Back;1;;
113;28;Civar Cetin;Defensive Midfield;27;;
114;28;Civar Cetin;Attacking Midfield;3;;
115;28;Civar Cetin;Left-Back;1;;
116;29;Ragnar Klavan;Centre-Back;221;8.0;3.0
117;29;Ragnar Klavan;Left-Back;11;;
118;30;Henri Lansbury;Central Midfield;95;17.0;13.0
119;30;Henri Lansbury;Attacking Midfield;82;19.0;13.0
120;30;Henri Lansbury;Right Midfield;11;2.0;2.0
121;30;Henri Lansbury;Left Midfield;6;;1.0
122;30;Henri Lansbury;Goalkeeper;1;;
123;31;Alexander Baumjohann;Attacking Midfield;91;11.0;19.0
124;31;Alexander Baumjohann;Left Winger;21;2.0;12.0
125;31;Alexander Baumjohann;Right Winger;18;;8.0
126;31;Alexander Baumjohann;Left Midfield;4;;2.0
127;31;Alexander Baumjohann;Right Midfield;2;;
128;31;Alexander Baumjohann;Second Striker;2;;
129;31;Alexander Baumjohann;Central Midfield;2;1.0;
130;32;Jesús Fernández;Goalkeeper;35;;
131;33;Ron Vlaar;Centre-Back;223;7.0;7.0
132;34;Marcel Ndjeng;Right Midfield;134;16.0;32.0
133;34;Marcel Ndjeng;Right-Back;72;3.0;6.0
134;34;Marcel Ndjeng;Right Winger;17;2.0;2.0
135;34;Marcel Ndjeng;Left Midfield;9;1.0;
136;34;Marcel Ndjeng;Attacking Midfield;3;2.0;2.0
137;34;Marcel Ndjeng;Central Midfield;2;;
138;34;Marcel Ndjeng;Defensive Midfield;1;;
139;35;Veli Kizilkaya;Centre-Back;112;3.0;1.0
140;36;Jordan Marié;Defensive Midfield;63;1.0;1.0
141;36;Jordan Marié;Central Midfield;54;4.0;4.0
142;36;Jordan Marié;Left Midfield;2;;
143;36;Jordan Marié;Right Midfield;2;;
144;37;Kristian Nicht;Goalkeeper;95;;
145;38;Ronnie Stam;Right-Back;76;1.0;6.0
146;38;Ronnie Stam;Right Midfield;16;;1.0
147;38;Ronnie Stam;Defensive Midfield;16;;
148;38;Ronnie Stam;Central Midfield;7;;
149;38;Ronnie Stam;Left-Back;2;;2.0
150;39;Raphaël Varane;Centre-Back;265;12.0;6.0
151;39;Raphaël Varane;Defensive Midfield;13;1.0;
152;39;Raphaël Varane;Right-Back;3;;
153;40;Chung-yong Lee;Right Winger;109;10.0;22.0
154;40;Chung-yong Lee;Attacking Midfield;25;2.0;7.0
155;40;Chung-yong Lee;Left Winger;25;1.0;1.0
156;40;Chung-yong Lee;Centre-Forward;2;;
157;40;Chung-yong Lee;Right Midfield;1;;
158;41;Miguel Linares;Centre-Forward;148;62.0;12.0
159;41;Miguel Linares;Left Winger;24;6.0;1.0
160;41;Miguel Linares;Right Winger;2;1.0;
161;41;Miguel Linares;Second Striker;1;1.0;
162;42;Brahim Darri;Left Winger;125;21.0;20.0
163;42;Brahim Darri;Right Winger;25;5.0;4.0
164;42;Brahim Darri;Second Striker;9;1.0;1.0
165;42;Brahim Darri;Attacking Midfield;8;1.0;2.0
166;42;Brahim Darri;Centre-Forward;1;;
167;43;Shay Given;Goalkeeper;184;;
168;44;Louis Almond;Centre-Forward;80;16.0;7.0
169;44;Louis Almond;Left Winger;38;12.0;4.0
170;44;Louis Almond;Right Winger;4;;1.0
171;44;Louis Almond;Second Striker;1;;
172;45;Florent Balmont;Central Midfield;287;11.0;30.0
173;45;Florent Balmont;Defensive Midfield;54;3.0;4.0
174;45;Florent Balmont;Right Midfield;4;;
175;45;Florent Balmont;Right Winger;3;;
176;45;Florent Balmont;Left Midfield;3;;
177;45;Florent Balmont;Attacking Midfield;1;;1.0
178;46;João Dias;Right-Back;106;;4.0
179;46;João Dias;Centre-Back;8;1.0;
180;46;João Dias;Left-Back;4;;
181;47;Joël Drommel;Goalkeeper;89;;
182;48;Bartosz Bereszynski;Right-Back;148;1.0;9.0
183;48;Bartosz Bereszynski;Left Winger;7;;
184;48;Bartosz Bereszynski;Right Winger;6;;1.0
185;48;Bartosz Bereszynski;Second Striker;5;;1.0
186;48;Bartosz Bereszynski;Centre-Forward;4;;
187;48;Bartosz Bereszynski;Left-Back;4;;
188;48;Bartosz Bereszynski;Right Midfield;3;;
189;48;Bartosz Bereszynski;Left Midfield;3;1.0;
190;48;Bartosz Bereszynski;Attacking Midfield;2;1.0;
191;49;Kieron Dyer;Right Midfield;18;3.0;1.0
192;49;Kieron Dyer;Right-Back;5;1.0;
193;49;Kieron Dyer;Right Winger;4;;1.0
194;49;Kieron Dyer;Attacking Midfield;4;1.0;1.0
195;49;Kieron Dyer;Left Midfield;3;1.0;
196;49;Kieron Dyer;Central Midfield;2;;1.0
197;49;Kieron Dyer;Defensive Midfield;1;;
198;50;Danny;Left Winger;102;30.0;23.0
199;50;Danny;Attacking Midfield;101;13.0;27.0
200;50;Danny;Right Winger;5;;
201;50;Danny;Second Striker;2;;
202;50;Danny;Left Midfield;2;;
203;50;Danny;Right Midfield;1;;
204;51;Lionel Messi;Right Winger;341;256.0;107.0
205;51;Lionel Messi;Centre-Forward;222;239.0;91.0
206;51;Lionel Messi;Second Striker;36;33.0;18.0
207;51;Lionel Messi;Attacking Midfield;7;10.0;3.0
208;51;Lionel Messi;Left Winger;5;1.0;4.0
209;52;Stefan Kießling;Centre-Forward;390;155.0;65.0
210;52;Stefan Kießling;Right Winger;27;10.0;3.0
211;52;Stefan Kießling;Left Winger;11;2.0;1.0
212;52;Stefan Kießling;Second Striker;8;2.0;4.0
213;52;Stefan Kießling;Attacking Midfield;4;1.0;1.0
214;53;Daniele De Rossi;Defensive Midfield;423;45.0;46.0
215;53;Daniele De Rossi;Central Midfield;42;5.0;4.0
216;53;Daniele De Rossi;Centre-Back;17;2.0;
217;53;Daniele De Rossi;Right Midfield;1;;
218;54;Ahmed Musa;Centre-Forward;127;44.0;27.0
219;54;Ahmed Musa;Left Winger;66;18.0;10.0
220;54;Ahmed Musa;Right Winger;37;7.0;2.0
221;54;Ahmed Musa;Second Striker;14;5.0;2.0
222;55;Rodrigo Palacio;Centre-Forward;194;84.0;31.0
223;55;Rodrigo Palacio;Second Striker;66;23.0;18.0
224;55;Rodrigo Palacio;Left Winger;36;9.0;4.0
225;55;Rodrigo Palacio;Right Winger;17;7.0;2.0
226;55;Rodrigo Palacio;Attacking Midfield;4;3.0;
227;56;Josuha Guilavogui;Defensive Midfield;186;9.0;6.0
228;56;Josuha Guilavogui;Central Midfield;56;5.0;4.0
229;56;Josuha Guilavogui;Attacking Midfield;5;1.0;1.0
230;56;Josuha Guilavogui;Right Midfield;1;;
231;57;Sead Kolasinac;Left-Back;114;4.0;12.0
232;57;Sead Kolasinac;Left Midfield;46;3.0;9.0
233;57;Sead Kolasinac;Defensive Midfield;14;2.0;1.0
234;57;Sead Kolasinac;Centre-Back;9;2.0;1.0
235;58;Nicolai Jörgensen;Centre-Forward;121;56.0;25.0
236;58;Nicolai Jörgensen;Left Winger;59;20.0;15.0
237;58;Nicolai Jörgensen;Second Striker;45;16.0;4.0
238;58;Nicolai Jörgensen;Right Winger;2;;
239;58;Nicolai Jörgensen;Attacking Midfield;2;;
240;59;Stephan El Shaarawy;Left Winger;187;61.0;31.0
241;59;Stephan El Shaarawy;Second Striker;23;8.0;3.0
242;59;Stephan El Shaarawy;Centre-Forward;19;8.0;3.0
243;59;Stephan El Shaarawy;Right Winger;19;6.0;1.0
244;59;Stephan El Shaarawy;Attacking Midfield;5;;
245;59;Stephan El Shaarawy;Left Midfield;1;1.0;
246;60;Kwadwo Asamoah;Left Midfield;107;4.0;14.0
247;60;Kwadwo Asamoah;Central Midfield;64;4.0;6.0
248;60;Kwadwo Asamoah;Left-Back;62;;4.0
249;60;Kwadwo Asamoah;Defensive Midfield;11;2.0;1.0
250;60;Kwadwo Asamoah;Centre-Back;1;;
251;61;Mamadou Sakho;Centre-Back;305;12.0;4.0
252;61;Mamadou Sakho;Left-Back;8;;
253;62;Igor Zubeldia;Central Midfield;73;3.0;2.0
254;62;Igor Zubeldia;Defensive Midfield;34;1.0;1.0
255;62;Igor Zubeldia;Centre-Back;2;;
256;63;Felipe Anderson;Left Winger;83;19.0;15.0
257;63;Felipe Anderson;Right Winger;57;17.0;20.0
258;63;Felipe Anderson;Attacking Midfield;26;4.0;6.0
259;63;Felipe Anderson;Second Striker;13;2.0;5.0
260;63;Felipe Anderson;Right Midfield;9;1.0;2.0
261;63;Felipe Anderson;Centre-Forward;5;1.0;1.0
262;64;Ashley Cole;Left-Back;341;5.0;42.0
263;64;Ashley Cole;Left Midfield;8;1.0;2.0
264;64;Ashley Cole;Defensive Midfield;2;;
265;64;Ashley Cole;Right-Back;1;;
266;64;Ashley Cole;Centre-Back;1;;
267;65;Jesé;Left Winger;62;9.0;10.0
268;65;Jesé;Right Winger;33;8.0;4.0
269;65;Jesé;Centre-Forward;21;2.0;2.0
270;65;Jesé;Attacking Midfield;4;1.0;
271;65;Jesé;Second Striker;4;1.0;1.0
272;66;Nacho Monreal;Left-Back;237;8.0;23.0
273;66;Nacho Monreal;Centre-Back;43;2.0;2.0
274;66;Nacho Monreal;Left Midfield;6;1.0;1.0
275;67;Lukas Podolski;Centre-Forward;188;87.0;40.0
276;67;Lukas Podolski;Left Winger;118;40.0;27.0
277;67;Lukas Podolski;Second Striker;102;44.0;28.0
278;67;Lukas Podolski;Right Winger;28;7.0;7.0
279;67;Lukas Podolski;Attacking Midfield;13;7.0;4.0
280;68;Steven Defour;Central Midfield;139;8.0;20.0
281;68;Steven Defour;Defensive Midfield;58;9.0;7.0
282;68;Steven Defour;Right Midfield;9;;2.0
283;68;Steven Defour;Left Midfield;8;1.0;
284;68;Steven Defour;Attacking Midfield;2;;2.0
285;69;Gerard Piqué;Centre-Back;465;46.0;10.0
286;69;Gerard Piqué;Defensive Midfield;4;;
287;69;Gerard Piqué;Left-Back;1;;
288;69;Gerard Piqué;Right-Back;1;;
289;70;Nicolás Otamendi;Centre-Back;312;20.0;10.0
290;71;Joachim Andersen;Centre-Back;120;5.0;2.0
291;71;Joachim Andersen;Defensive Midfield;6;;
292;71;Joachim Andersen;Right-Back;1;;
293;72;Branislav Ivanovic;Right-Back;232;23.0;24.0
294;72;Branislav Ivanovic;Centre-Back;152;14.0;3.0
295;72;Branislav Ivanovic;Right Midfield;1;;
296;73;Iván Helguera;Centre-Back;207;15.0;8.0
297;73;Iván Helguera;Defensive Midfield;120;18.0;6.0
298;73;Iván Helguera;Right Midfield;2;;
299;73;Iván Helguera;Left Midfield;1;;
300;74;Sergio Agüero;Centre-Forward;294;202.0;47.0
301;74;Sergio Agüero;Second Striker;93;49.0;32.0
302;74;Sergio Agüero;Left Winger;8;5.0;
303;74;Sergio Agüero;Right Winger;4;;
304;74;Sergio Agüero;Attacking Midfield;1;;
305;75;Andrea Pirlo;Defensive Midfield;490;47.0;80.0
306;75;Andrea Pirlo;Central Midfield;39;3.0;7.0
307;75;Andrea Pirlo;Attacking Midfield;6;2.0;2.0
308;75;Andrea Pirlo;Centre-Forward;1;;
309;75;Andrea Pirlo;Left Winger;1;1.0;
310;76;Eliaquim Mangala;Centre-Back;191;10.0;7.0
311;76;Eliaquim Mangala;Left-Back;14;3.0;
312;76;Eliaquim Mangala;Defensive Midfield;1;;1.0
313;77;Marcelo Bordon;Centre-Back;233;16.0;15.0
314;77;Marcelo Bordon;Sweeper;1;;
315;78;Nani;Left Winger;161;35.0;53.0
316;78;Nani;Right Winger;119;30.0;31.0
317;78;Nani;Second Striker;21;3.0;6.0
318;78;Nani;Right Midfield;6;2.0;2.0
319;78;Nani;Left Midfield;6;1.0;1.0
320;78;Nani;Centre-Forward;4;1.0;
321;78;Nani;Central Midfield;1;;
322;79;Mauro Icardi;Centre-Forward;259;155.0;35.0
323;80;Nico Elvedi;Centre-Back;94;3.0;6.0
324;80;Nico Elvedi;Right-Back;49;1.0;2.0
325;80;Nico Elvedi;Left-Back;8;;
326;80;Nico Elvedi;Defensive Midfield;6;;1.0
327;80;Nico Elvedi;Right Midfield;1;;
328;81;Paulo Dybala;Centre-Forward;110;43.0;24.0
329;81;Paulo Dybala;Second Striker;86;42.0;20.0
330;81;Paulo Dybala;Right Winger;16;2.0;3.0
331;81;Paulo Dybala;Attacking Midfield;11;2.0;
332;81;Paulo Dybala;Left Winger;5;2.0;1.0
333;82;Patrick Vieira;Defensive Midfield;97;10.0;10.0
334;82;Patrick Vieira;Central Midfield;29;2.0;4.0
335;82;Patrick Vieira;Left Midfield;1;;
336;83;Xavi;Central Midfield;540;57.0;137.0
337;83;Xavi;Defensive Midfield;66;10.0;19.0
338;83;Xavi;Attacking Midfield;35;8.0;10.0
339;83;Xavi;Right Midfield;5;2.0;2.0
340;83;Xavi;Left Midfield;1;;
341;84;John Terry;Centre-Back;500;49.0;16.0
342;85;Alessandro Rosina;Right Winger;103;26.0;26.0
343;85;Alessandro Rosina;Attacking Midfield;92;12.0;15.0
344;85;Alessandro Rosina;Second Striker;70;22.0;7.0
345;85;Alessandro Rosina;Left Winger;23;5.0;5.0
346;85;Alessandro Rosina;Right Midfield;5;;1.0
347;85;Alessandro Rosina;Centre-Forward;4;1.0;1.0
348;85;Alessandro Rosina;Left Midfield;3;1.0;1.0
349;85;Alessandro Rosina;Central Midfield;2;;
350;86;Frédéric Kanouté;Centre-Forward;105;44.0;8.0
351;86;Frédéric Kanouté;Second Striker;33;15.0;8.0
352;86;Frédéric Kanouté;Left Winger;1;1.0;2.0
353;86;Frédéric Kanouté;Attacking Midfield;1;1.0;
354;87;Yakubu Aiyegbeni;Centre-Forward;130;46.0;10.0
355;87;Yakubu Aiyegbeni;Left Winger;1;;
356;88;Lewis Holtby;Attacking Midfield;154;21.0;41.0
357;88;Lewis Holtby;Central Midfield;82;10.0;7.0
358;88;Lewis Holtby;Left Winger;26;5.0;7.0
359;88;Lewis Holtby;Left Midfield;24;5.0;5.0
360;88;Lewis Holtby;Right Winger;11;1.0;5.0
361;88;Lewis Holtby;Right Midfield;11;2.0;2.0
362;88;Lewis Holtby;Second Striker;7;1.0;
363;88;Lewis Holtby;Defensive Midfield;1;1.0;
364;89;Felipe Melo;Defensive Midfield;203;18.0;10.0
365;89;Felipe Melo;Central Midfield;98;7.0;8.0
366;89;Felipe Melo;Centre-Back;6;;
367;89;Felipe Melo;Attacking Midfield;3;;
368;89;Felipe Melo;Right Midfield;2;;
369;89;Felipe Melo;Left Midfield;1;;
370;90;Thibaut Courtois;Goalkeeper;337;;
371;91;Raúl Meireles;Central Midfield;174;17.0;20.0
372;91;Raúl Meireles;Defensive Midfield;18;2.0;3.0
373;91;Raúl Meireles;Attacking Midfield;12;1.0;1.0
374;91;Raúl Meireles;Right Midfield;5;;1.0
375;91;Raúl Meireles;Left Midfield;2;;
376;92;Eduardo Salvio;Right Winger;206;52.0;43.0
377;92;Eduardo Salvio;Right Midfield;25;6.0;8.0
378;92;Eduardo Salvio;Centre-Forward;3;1.0;
379;92;Eduardo Salvio;Left Winger;3;1.0;
380;92;Eduardo Salvio;Right-Back;2;;
381;92;Eduardo Salvio;Second Striker;1;;
382;93;Lazar Markovic;Right Winger;81;11.0;11.0
383;93;Lazar Markovic;Left Winger;32;4.0;7.0
384;93;Lazar Markovic;Second Striker;31;5.0;5.0
385;93;Lazar Markovic;Left Midfield;8;1.0;1.0
386;93;Lazar Markovic;Right Midfield;8;;
387;93;Lazar Markovic;Centre-Forward;5;1.0;
388;93;Lazar Markovic;Attacking Midfield;3;2.0;
389;94;Heung-min Son;Left Winger;136;52.0;23.0
390;94;Heung-min Son;Centre-Forward;68;31.0;11.0
391;94;Heung-min Son;Second Striker;52;15.0;7.0
392;94;Heung-min Son;Right Winger;47;9.0;6.0
393;94;Heung-min Son;Attacking Midfield;8;5.0;2.0
394;94;Heung-min Son;Left Midfield;1;;
395;95;Calum Chambers;Right-Back;75;2.0;6.0
396;95;Calum Chambers;Centre-Back;65;2.0;
397;95;Calum Chambers;Defensive Midfield;31;3.0;1.0
398;95;Calum Chambers;Right Midfield;2;;
399;95;Calum Chambers;Central Midfield;2;1.0;
400;96;Víctor Valdés;Goalkeeper;509;;
401;97;Pepe Reina;Goalkeeper;497;;
402;98;Zlatan Ibrahimovic;Centre-Forward;471;313.0;134.0
403;98;Zlatan Ibrahimovic;Second Striker;3;1.0;
404;98;Zlatan Ibrahimovic;Right Winger;2;1.0;
405;98;Zlatan Ibrahimovic;Left Winger;1;;
406;99;Mousa Dembélé;Central Midfield;170;5.0;7.0
407;99;Mousa Dembélé;Defensive Midfield;41;1.0;3.0
408;99;Mousa Dembélé;Attacking Midfield;40;6.0;4.0
409;99;Mousa Dembélé;Right Midfield;13;1.0;1.0
410;99;Mousa Dembélé;Second Striker;13;;
411;99;Mousa Dembélé;Left Midfield;10;1.0;2.0
412;100;Tommaso Rocchi;Centre-Forward;274;94.0;23.0
413;100;Tommaso Rocchi;Left Winger;3;;
414;101;Wilfried Bony;Centre-Forward;195;80.0;27.0
415;101;Wilfried Bony;Second Striker;19;19.0;4.0
416;101;Wilfried Bony;Left Winger;1;;
417;101;Wilfried Bony;Right Winger;1;1.0;
418;102;Jack Butland;Goalkeeper;205;;
419;103;André Ayew;Left Winger;170;54.0;20.0
420;103;André Ayew;Right Winger;43;9.0;5.0
421;103;André Ayew;Attacking Midfield;24;3.0;3.0
422;103;André Ayew;Centre-Forward;21;9.0;5.0
423;103;André Ayew;Left Midfield;20;4.0;1.0
424;103;André Ayew;Central Midfield;14;2.0;2.0
425;103;André Ayew;Second Striker;11;4.0;
426;103;André Ayew;Right Midfield;8;1.0;1.0
427;103;André Ayew;Left-Back;1;1.0;
428;104;Andrey Arshavin;Left Winger;193;39.0;55.0
429;104;Andrey Arshavin;Right Winger;46;7.0;11.0
430;104;Andrey Arshavin;Second Striker;32;10.0;9.0
431;104;Andrey Arshavin;Centre-Forward;15;1.0;2.0
432;104;Andrey Arshavin;Attacking Midfield;1;;
433;105;Thiago Silva;Centre-Back;386;22.0;6.0
434;106;Yuri Zhirkov;Left Midfield;176;17.0;33.0
435;106;Yuri Zhirkov;Left-Back;92;1.0;13.0
436;106;Yuri Zhirkov;Central Midfield;12;1.0;6.0
437;106;Yuri Zhirkov;Defensive Midfield;4;;
438;107;John Stones;Centre-Back;172;6.0;
439;107;John Stones;Right-Back;48;1.0;1.0
440;107;John Stones;Defensive Midfield;3;;
441;107;John Stones;Left-Back;1;;
442;108;David Suazo;Centre-Forward;108;45.0;7.0
443;108;David Suazo;Left Winger;6;1.0;
444;109;Joaquín Correa;Left Winger;51;8.0;8.0
445;109;Joaquín Correa;Attacking Midfield;29;3.0;4.0
446;109;Joaquín Correa;Left Midfield;22;5.0;
447;109;Joaquín Correa;Right Winger;16;5.0;3.0
448;109;Joaquín Correa;Second Striker;9;2.0;2.0
449;109;Joaquín Correa;Centre-Forward;8;3.0;
450;109;Joaquín Correa;Right Midfield;4;;1.0
451;110;Philippe Mexès;Centre-Back;315;14.0;14.0
452;110;Philippe Mexès;Right-Back;1;;
453;111;Arjen Robben;Right Winger;312;139.0;111.0
454;111;Arjen Robben;Left Winger;65;21.0;14.0
455;111;Arjen Robben;Left Midfield;16;6.0;1.0
456;111;Arjen Robben;Right Midfield;9;3.0;3.0
457;111;Arjen Robben;Attacking Midfield;7;4.0;
458;111;Arjen Robben;Centre-Forward;2;;
459;111;Arjen Robben;Second Striker;1;1.0;
460;112;Chicharito;Centre-Forward;277;107.0;39.0
461;112;Chicharito;Second Striker;8;4.0;2.0
462;112;Chicharito;Right Winger;5;;
463;112;Chicharito;Left Winger;1;;
464;112;Chicharito;Attacking Midfield;1;;
465;113;Younès Kaboul;Centre-Back;154;9.0;4.0
466;113;Younès Kaboul;Right-Back;15;;
467;113;Younès Kaboul;Defensive Midfield;1;;
468;114;Andrea Conti;Right-Back;82;8.0;2.0
469;114;Andrea Conti;Right Midfield;43;9.0;5.0
470;114;Andrea Conti;Left Midfield;2;;1.0
471;114;Andrea Conti;Right Winger;1;;
472;114;Andrea Conti;Centre-Back;1;;
473;115;Geoffrey Kondogbia;Central Midfield;141;8.0;10.0
474;115;Geoffrey Kondogbia;Defensive Midfield;53;2.0;4.0
475;116;Julian Brandt;Left Winger;118;36.0;34.0
476;116;Julian Brandt;Right Winger;53;9.0;10.0
477;116;Julian Brandt;Attacking Midfield;28;6.0;8.0
478;116;Julian Brandt;Left Midfield;22;6.0;11.0
479;116;Julian Brandt;Second Striker;14;2.0;3.0
480;117;Carlos Vela;Right Winger;151;50.0;37.0
481;117;Carlos Vela;Centre-Forward;49;11.0;6.0
482;117;Carlos Vela;Left Winger;29;13.0;2.0
483;117;Carlos Vela;Second Striker;23;5.0;8.0
484;117;Carlos Vela;Attacking Midfield;8;5.0;7.0
485;118;Daniel Agger;Centre-Back;180;11.0;8.0
486;118;Daniel Agger;Left-Back;9;1.0;1.0
487;119;Renato Sanches;Central Midfield;98;7.0;6.0
488;119;Renato Sanches;Attacking Midfield;11;;3.0
489;119;Renato Sanches;Right Midfield;7;;
490;119;Renato Sanches;Left Midfield;4;;
491;119;Renato Sanches;Defensive Midfield;1;;
492;120;Nico Gaitán;Left Winger;139;27.0;52.0
493;120;Nico Gaitán;Right Winger;56;3.0;16.0
494;120;Nico Gaitán;Attacking Midfield;32;2.0;8.0
495;120;Nico Gaitán;Left Midfield;24;4.0;6.0
496;120;Nico Gaitán;Right Midfield;10;;4.0
497;120;Nico Gaitán;Second Striker;8;;4.0
498;120;Nico Gaitán;Centre-Forward;1;;
499;121;Christian Eriksen;Attacking Midfield;194;47.0;68.0
500;121;Christian Eriksen;Left Midfield;71;24.0;22.0
501;121;Christian Eriksen;Central Midfield;44;8.0;18.0
