id;player_id;player_name;position;apps;goals;assists
43947;10854;Julian Schauerte;Right Midfield;12;;3.0
43948;10854;Julian Schauerte;Left-Back;11;;2.0
43949;10854;Julian Schauerte;Left Midfield;6;;
43950;10854;Julian Schauerte;Central Midfield;3;;
43951;10855;Stephen Hendrie;Left-Back;139;1.0;9.0
43952;10855;Stephen Hendrie;Centre-Back;11;;
43953;10855;Stephen Hendrie;Left Midfield;7;1.0;
43954;10856;Wilfried Niflore;Centre-Forward;1;;
43955;10857;Erik Johansson;Centre-Back;166;9.0;3.0
43956;10857;Erik Johansson;Defensive Midfield;9;;5.0
43957;10857;Erik Johansson;Centre-Forward;4;1.0;1.0
43958;10857;Erik Johansson;Central Midfield;3;;
43959;10857;Erik Johansson;Left Midfield;1;;
43960;10858;Gerardo;Right-Back;11;;
43961;10858;Gerardo;Right Midfield;10;2.0;
43962;10858;Gerardo;Left-Back;2;1.0;1.0
43963;10858;Gerardo;Central Midfield;2;;
43964;10858;Gerardo;Defensive Midfield;1;;
43965;10858;Gerardo;Right Winger;1;1.0;
43966;10859;Ivan Tomecak;Right-Back;77;6.0;10.0
43967;10859;Ivan Tomecak;Right Midfield;35;3.0;4.0
43968;10859;Ivan Tomecak;Left-Back;18;;2.0
43969;10859;Ivan Tomecak;Left Midfield;2;1.0;1.0
43970;10859;Ivan Tomecak;Defensive Midfield;1;;
43971;10860;Rodrigo;Right-Back;70;2.0;8.0
43972;10860;Rodrigo;Left-Back;10;;1.0
43973;10860;Rodrigo;Right Midfield;6;;1.0
43974;10861;Matheus Biteco;Defensive Midfield;11;;
43975;10861;Matheus Biteco;Central Midfield;10;;
43976;10862;Andrejs Rubins;Left Winger;2;;
43977;10862;Andrejs Rubins;Left Midfield;1;;
43978;10863;Ivan Zlobin;Goalkeeper;48;;
43979;10864;Bruce Djite;Centre-Forward;118;35.0;11.0
43980;10864;Bruce Djite;Attacking Midfield;1;;
43981;10865;Lee Johnson;Central Midfield;15;;1.0
43982;10865;Lee Johnson;Defensive Midfield;3;;
43983;10865;Lee Johnson;Right Midfield;1;;
43984;10866;Heath Pearce;Centre-Back;49;2.0;
43985;10866;Heath Pearce;Left-Back;31;;3.0
43986;10866;Heath Pearce;Left Midfield;9;;
43987;10866;Heath Pearce;Right-Back;3;;
43988;10866;Heath Pearce;Central Midfield;1;;
43989;10867;Nicolás Freire;Centre-Back;95;5.0;3.0
43990;10867;Nicolás Freire;Left-Back;11;;
43991;10868;Antonio Rozzi;Centre-Forward;60;18.0;1.0
43992;10869;Cléber;Defensive Midfield;6;;
43993;10870;Evgeni Chernov;Left-Back;131;2.0;17.0
43994;10870;Evgeni Chernov;Left Midfield;31;;3.0
43995;10870;Evgeni Chernov;Right Midfield;10;;
43996;10870;Evgeni Chernov;Central Midfield;2;;
43997;10871;Óscar Sánchez;Centre-Back;8;;
43998;10871;Óscar Sánchez;Left-Back;5;;
43999;10871;Óscar Sánchez;Left Midfield;1;;
44000;10872;Chris Armstrong;Left-Back;2;;
44001;10873;Kenan Yelek;Centre-Back;28;1.0;1.0
44002;10873;Kenan Yelek;Sweeper;1;;
44003;10874;Robert Popov;Centre-Back;11;1.0;
44004;10874;Robert Popov;Sweeper;3;;
44005;10874;Robert Popov;Defensive Midfield;1;;
44006;10875;Boris Zivkovic;Centre-Back;75;4.0;2.0
44007;10875;Boris Zivkovic;Right-Back;43;2.0;1.0
44008;10875;Boris Zivkovic;Right Midfield;3;;
44009;10875;Boris Zivkovic;Left-Back;2;;1.0
44010;10875;Boris Zivkovic;Sweeper;2;;
44011;10876;Alberto Pomini;Goalkeeper;184;;
44012;10877;Shaun Bartlett;Centre-Forward;3;2.0;
44013;10878;Pablo Couñago;Centre-Forward;17;2.0;2.0
44014;10878;Pablo Couñago;Right Winger;1;;
44015;10878;Pablo Couñago;Attacking Midfield;1;;
44016;10879;Ismaël Bouzid;Centre-Back;106;3.0;1.0
44017;10879;Ismaël Bouzid;Right-Back;1;;
44018;10880;Georgi Tigiev;Left-Back;49;;
44019;10880;Georgi Tigiev;Right-Back;16;;
44020;10880;Georgi Tigiev;Right Midfield;11;;
44021;10880;Georgi Tigiev;Left Midfield;2;;
44022;10881;Quirin Moll;Defensive Midfield;138;2.0;10.0
44023;10881;Quirin Moll;Central Midfield;33;1.0;2.0
44024;10881;Quirin Moll;Centre-Back;2;;
44025;10882;Lima;Centre-Back;29;;
44026;10883;Ciriaco Sforza;Attacking Midfield;89;11.0;25.0
44027;10883;Ciriaco Sforza;Central Midfield;88;1.0;6.0
44028;10883;Ciriaco Sforza;Sweeper;39;;3.0
44029;10883;Ciriaco Sforza;Defensive Midfield;33;;5.0
44030;10883;Ciriaco Sforza;Centre-Back;13;;
44031;10883;Ciriaco Sforza;Left Midfield;4;;1.0
44032;10883;Ciriaco Sforza;Second Striker;1;;1.0
44033;10883;Ciriaco Sforza;Right Midfield;1;;
44034;10884;Bebeto;Right-Back;59;2.0;4.0
44035;10884;Bebeto;Left-Back;1;;
44036;10885;Oumar Kalabane;Centre-Back;7;;
44037;10886;Alessandro Plizzari;Goalkeeper;49;;
44038;10887;Colin Healy;Central Midfield;50;2.0;1.0
44039;10887;Colin Healy;Attacking Midfield;37;2.0;
44040;10887;Colin Healy;Right-Back;18;1.0;
44041;10887;Colin Healy;Right Midfield;2;;
44042;10887;Colin Healy;Left Midfield;1;;
44043;10887;Colin Healy;Centre-Back;1;;
44044;10888;Dragan Bogavac;Centre-Forward;27;10.0;2.0
44045;10888;Dragan Bogavac;Second Striker;13;2.0;3.0
44046;10888;Dragan Bogavac;Left Winger;4;1.0;
44047;10888;Dragan Bogavac;Right Winger;3;;
44048;10888;Dragan Bogavac;Right Midfield;1;;
44049;10889;Abdelhamid Sabiri;Attacking Midfield;17;9.0;3.0
44050;10889;Abdelhamid Sabiri;Central Midfield;9;1.0;3.0
44051;10889;Abdelhamid Sabiri;Left Midfield;7;4.0;
44052;10889;Abdelhamid Sabiri;Centre-Forward;5;3.0;2.0
44053;10889;Abdelhamid Sabiri;Left Winger;1;;
44054;10889;Abdelhamid Sabiri;Second Striker;1;;
44055;10889;Abdelhamid Sabiri;Right Midfield;1;;
44056;10890;Jaroslav Cerny;Left Midfield;6;1.0;1.0
44057;10890;Jaroslav Cerny;Right Winger;1;;
44058;10891;Pablo Casar;Centre-Back;7;;
44059;10891;Pablo Casar;Sweeper;1;;
44060;10892;Stéphane Porato;Goalkeeper;4;;
44061;10893;Mohammed Ihattaren;Attacking Midfield;23;3.0;5.0
44062;10893;Mohammed Ihattaren;Right Winger;8;4.0;2.0
44063;10893;Mohammed Ihattaren;Central Midfield;5;1.0;3.0
44064;10893;Mohammed Ihattaren;Centre-Forward;1;1.0;
44065;10894;Jordan Botaka;Right Winger;75;10.0;11.0
44066;10894;Jordan Botaka;Left Winger;52;8.0;5.0
44067;10894;Jordan Botaka;Right Midfield;22;6.0;3.0
44068;10894;Jordan Botaka;Second Striker;5;;1.0
44069;10894;Jordan Botaka;Centre-Forward;4;1.0;1.0
44070;10894;Jordan Botaka;Right-Back;3;;
44071;10894;Jordan Botaka;Left Midfield;1;;
44072;10895;Ivo Ulich;Right Midfield;36;4.0;5.0
44073;10895;Ivo Ulich;Central Midfield;33;3.0;2.0
44074;10895;Ivo Ulich;Attacking Midfield;27;2.0;
44075;10895;Ivo Ulich;Defensive Midfield;6;;
44076;10895;Ivo Ulich;Second Striker;4;;
44077;10895;Ivo Ulich;Left Midfield;4;;
44078;10895;Ivo Ulich;Centre-Forward;2;;
44079;10895;Ivo Ulich;Right Winger;2;;
44080;10896;Axel Lawarée;Centre-Forward;83;28.0;15.0
44081;10896;Axel Lawarée;Second Striker;1;;
44082;10897;Ulisses Garcia;Left-Back;50;2.0;4.0
44083;10897;Ulisses Garcia;Left Midfield;16;1.0;1.0
44084;10897;Ulisses Garcia;Centre-Back;5;;
44085;10897;Ulisses Garcia;Defensive Midfield;2;;
44086;10897;Ulisses Garcia;Central Midfield;2;;
44087;10898;Cristóbal Márquez;Attacking Midfield;77;9.0;
44088;10898;Cristóbal Márquez;Central Midfield;36;3.0;
44089;10898;Cristóbal Márquez;Right Winger;10;1.0;1.0
44090;10898;Cristóbal Márquez;Left Midfield;8;1.0;
44091;10898;Cristóbal Márquez;Left Winger;4;1.0;
44092;10898;Cristóbal Márquez;Right Midfield;4;1.0;
44093;10899;Lameirão;Centre-Back;39;1.0;
44094;10899;Lameirão;Defensive Midfield;3;;
44095;10900;Thomas Lam;Centre-Back;127;16.0;3.0
44096;10900;Thomas Lam;Defensive Midfield;38;4.0;3.0
44097;10900;Thomas Lam;Right-Back;6;;
44098;10901;Pedro Alcalá;Centre-Back;138;10.0;5.0
44099;10902;Josh Windass;Attacking Midfield;78;26.0;17.0
44100;10902;Josh Windass;Central Midfield;23;5.0;5.0
44101;10902;Josh Windass;Second Striker;15;4.0;5.0
44102;10902;Josh Windass;Left Midfield;15;6.0;2.0
44103;10902;Josh Windass;Left Winger;10;2.0;
44104;10902;Josh Windass;Right Winger;6;1.0;1.0
44105;10902;Josh Windass;Centre-Forward;4;1.0;1.0
44106;10902;Josh Windass;Right Midfield;1;;
44107;10903;Mustafa Durak;Right Winger;60;5.0;6.0
44108;10903;Mustafa Durak;Left Winger;35;2.0;2.0
44109;10903;Mustafa Durak;Attacking Midfield;18;1.0;1.0
44110;10903;Mustafa Durak;Right Midfield;9;;4.0
44111;10903;Mustafa Durak;Central Midfield;8;2.0;
44112;10903;Mustafa Durak;Left Midfield;2;;
44113;10904;Henrique Hilário;Goalkeeper;40;;
44114;10905;Joel Tagueu;Centre-Forward;74;21.0;6.0
44115;10906;Andrade;Goalkeeper;19;;
44116;10907;Davidson;Left Winger;53;9.0;12.0
44117;10907;Davidson;Right Winger;36;5.0;3.0
44118;10907;Davidson;Attacking Midfield;14;;2.0
44119;10907;Davidson;Second Striker;4;;1.0
44120;10907;Davidson;Centre-Forward;2;;
44121;10907;Davidson;Left Midfield;2;;1.0
44122;10907;Davidson;Right Midfield;1;1.0;
44123;10907;Davidson;Left-Back;1;;
44124;10908;Indridi Sigurdsson;Centre-Back;170;12.0;3.0
44125;10908;Indridi Sigurdsson;Sweeper;9;;
44126;10908;Indridi Sigurdsson;Left-Back;7;1.0;1.0
44127;10909;Ben Godfrey;Defensive Midfield;54;1.0;
44128;10909;Ben Godfrey;Centre-Back;40;1.0;2.0
44129;10909;Ben Godfrey;Central Midfield;5;1.0;
44130;10909;Ben Godfrey;Right-Back;4;;
44131;10909;Ben Godfrey;Left-Back;3;1.0;
44132;10910;Steeven Willems;Centre-Back;55;3.0;
44133;10910;Steeven Willems;Left-Back;38;;2.0
44134;10910;Steeven Willems;Left Midfield;1;;
44135;10911;Jean-Joël Perrier-Doumbé;Right-Back;12;;
44136;10912;Özkan Yildirim;Attacking Midfield;29;3.0;2.0
44137;10912;Özkan Yildirim;Left Winger;10;1.0;1.0
44138;10912;Özkan Yildirim;Right Winger;7;;
44139;10912;Özkan Yildirim;Second Striker;3;1.0;1.0
44140;10912;Özkan Yildirim;Centre-Forward;3;;
44141;10912;Özkan Yildirim;Right Midfield;2;;
44142;10912;Özkan Yildirim;Central Midfield;2;;
44143;10913;Rafael Galhardo;Right-Back;67;2.0;4.0
44144;10913;Rafael Galhardo;Right Midfield;2;;
44145;10914;Rui Duarte;Right-Back;32;1.0;3.0
44146;10914;Rui Duarte;Centre-Back;1;;
44147;10914;Rui Duarte;Right Midfield;1;;
44148;10914;Rui Duarte;Left-Back;1;;
44149;10915;Andreas Landgren;Right-Back;72;1.0;4.0
44150;10915;Andreas Landgren;Defensive Midfield;43;2.0;4.0
44151;10915;Andreas Landgren;Central Midfield;11;;
44152;10915;Andreas Landgren;Right Midfield;3;;
44153;10915;Andreas Landgren;Left-Back;2;;
44154;10916;Nuno Rocha;Attacking Midfield;76;17.0;10.0
44155;10916;Nuno Rocha;Centre-Forward;19;4.0;
44156;10916;Nuno Rocha;Right Winger;15;1.0;1.0
44157;10916;Nuno Rocha;Left Winger;12;1.0;2.0
44158;10916;Nuno Rocha;Central Midfield;7;;1.0
44159;10916;Nuno Rocha;Left Midfield;2;;
44160;10916;Nuno Rocha;Second Striker;1;;
44161;10916;Nuno Rocha;Right Midfield;1;;
44162;10917;Tatsuya Ito;Left Winger;35;1.0;11.0
44163;10917;Tatsuya Ito;Right Winger;18;;1.0
44164;10917;Tatsuya Ito;Attacking Midfield;7;;
44165;10917;Tatsuya Ito;Centre-Forward;3;1.0;
44166;10918;Milan Lukac;Goalkeeper;161;;
44167;10919;Nemanja Rnic;Centre-Back;170;3.0;5.0
44168;10919;Nemanja Rnic;Right-Back;14;;
44169;10919;Nemanja Rnic;Defensive Midfield;1;;
44170;10921;Laryea Kingston;Attacking Midfield;1;;
44171;10921;Laryea Kingston;Defensive Midfield;1;;
44172;10921;Laryea Kingston;Right Midfield;1;;
44173;10922;Karim Azamoum;Defensive Midfield;43;5.0;1.0
44174;10922;Karim Azamoum;Central Midfield;22;1.0;1.0
44175;10922;Karim Azamoum;Attacking Midfield;20;5.0;1.0
44176;10922;Karim Azamoum;Left Midfield;14;3.0;1.0
44177;10922;Karim Azamoum;Right Midfield;4;2.0;1.0
44178;10922;Karim Azamoum;Left Winger;2;;
44179;10922;Karim Azamoum;Right Winger;2;;
44180;10923;Mustapha Oussalah;Left-Back;97;9.0;7.0
44181;10923;Mustapha Oussalah;Left Midfield;25;1.0;1.0
44182;10923;Mustapha Oussalah;Left Winger;6;;
44183;10923;Mustapha Oussalah;Defensive Midfield;1;;
44184;10924;Djamel Mesbah;Left-Back;83;4.0;5.0
44185;10924;Djamel Mesbah;Left Midfield;44;8.0;4.0
44186;10924;Djamel Mesbah;Left Winger;5;;
44187;10925;Nikolay Zajtsev;Centre-Back;152;9.0;3.0
44188;10925;Nikolay Zajtsev;Defensive Midfield;25;1.0;
44189;10925;Nikolay Zajtsev;Right-Back;6;1.0;
44190;10926;Samir Memisevic;Centre-Back;82;2.0;1.0
44191;10926;Samir Memisevic;Defensive Midfield;14;3.0;
44192;10926;Samir Memisevic;Central Midfield;10;;1.0
44193;10926;Samir Memisevic;Right-Back;2;;
44194;10927;Rogier Molhoek;Defensive Midfield;20;;
44195;10927;Rogier Molhoek;Central Midfield;4;;
44196;10927;Rogier Molhoek;Left-Back;3;1.0;
44197;10927;Rogier Molhoek;Right-Back;1;;
44198;10927;Rogier Molhoek;Left Midfield;1;;
44199;10928;Ezequiel Calvente;Right Winger;18;1.0;2.0
44200;10928;Ezequiel Calvente;Left Winger;17;2.0;1.0
44201;10928;Ezequiel Calvente;Second Striker;12;1.0;4.0
44202;10928;Ezequiel Calvente;Central Midfield;1;;
44203;10929;Emerson Hyndman;Central Midfield;54;5.0;2.0
44204;10929;Emerson Hyndman;Attacking Midfield;12;1.0;1.0
44205;10929;Emerson Hyndman;Left Midfield;7;1.0;
44206;10929;Emerson Hyndman;Right Midfield;2;1.0;
44207;10929;Emerson Hyndman;Defensive Midfield;2;;
44208;10930;Damiano Tommasi;Defensive Midfield;53;5.0;3.0
44209;10930;Damiano Tommasi;Central Midfield;28;2.0;
44210;10930;Damiano Tommasi;Right Midfield;20;3.0;
44211;10930;Damiano Tommasi;Left Midfield;2;;
44212;10930;Damiano Tommasi;Attacking Midfield;1;;
44213;10930;Damiano Tommasi;Centre-Back;1;1.0;
44214;10930;Damiano Tommasi;Left Winger;1;;
44215;10930;Damiano Tommasi;Right-Back;1;;
44216;10931;Ezekiel Henty;Centre-Forward;88;24.0;7.0
44217;10931;Ezekiel Henty;Right Winger;27;11.0;6.0
44218;10931;Ezekiel Henty;Left Winger;23;5.0;3.0
44219;10931;Ezekiel Henty;Attacking Midfield;2;;2.0
44220;10932;Julen Guerrero;Attacking Midfield;5;2.0;
44221;10932;Julen Guerrero;Defensive Midfield;3;1.0;
44222;10932;Julen Guerrero;Second Striker;2;;
44223;10932;Julen Guerrero;Left Winger;1;;
44224;10932;Julen Guerrero;Central Midfield;1;;
44225;10933;Gabriel Cichero;Centre-Back;42;1.0;1.0
44226;10933;Gabriel Cichero;Left-Back;9;;
44227;10933;Gabriel Cichero;Defensive Midfield;2;;
44228;10934;Damien Chrysostome;Centre-Back;43;1.0;
44229;10934;Damien Chrysostome;Left-Back;2;;
44230;10934;Damien Chrysostome;Right-Back;2;;1.0
44231;10935;Davide Bettella;Centre-Back;70;6.0;
44232;10936;Arijanet Muric;Goalkeeper;49;;
44233;10937;Johan Martensson;Defensive Midfield;148;6.0;7.0
44234;10937;Johan Martensson;Central Midfield;26;;2.0
44235;10937;Johan Martensson;Right Midfield;9;;
44236;10937;Johan Martensson;Left Midfield;1;;
44237;10938;Igor Bezdenezhnykh;Defensive Midfield;37;;
44238;10938;Igor Bezdenezhnykh;Attacking Midfield;13;3.0;
44239;10938;Igor Bezdenezhnykh;Central Midfield;6;;
44240;10938;Igor Bezdenezhnykh;Centre-Forward;2;;
44241;10938;Igor Bezdenezhnykh;Right Midfield;1;;
44242;10939;Mikel Arruabarrena;Centre-Forward;71;17.0;5.0
44243;10939;Mikel Arruabarrena;Second Striker;60;17.0;4.0
44244;10939;Mikel Arruabarrena;Attacking Midfield;4;1.0;
44245;10940;Hamza Choudhury;Defensive Midfield;53;;2.0
44246;10940;Hamza Choudhury;Central Midfield;31;1.0;3.0
44247;10940;Hamza Choudhury;Right Midfield;3;;
44248;10940;Hamza Choudhury;Right-Back;2;;
44249;10940;Hamza Choudhury;Attacking Midfield;1;;
44250;10941;Beto;Central Midfield;20;;1.0
44251;10941;Beto;Defensive Midfield;6;1.0;
44252;10941;Beto;Attacking Midfield;2;;
44253;10941;Beto;Left Midfield;2;;
44254;10942;Leonardo Suárez;Right Winger;57;6.0;1.0
44255;10942;Leonardo Suárez;Left Winger;24;6.0;
44256;10942;Leonardo Suárez;Centre-Forward;4;1.0;
44257;10942;Leonardo Suárez;Second Striker;4;1.0;
44258;10943;Gaëtan Hendrickx;Defensive Midfield;40;4.0;2.0
44259;10943;Gaëtan Hendrickx;Central Midfield;22;;
44260;10943;Gaëtan Hendrickx;Right Midfield;3;;1.0
44261;10943;Gaëtan Hendrickx;Attacking Midfield;2;;
44262;10943;Gaëtan Hendrickx;Left Midfield;1;;
44263;10944;Assane Gnoukouri;Central Midfield;25;1.0;
44264;10944;Assane Gnoukouri;Defensive Midfield;13;;
44265;10945;Abdülkadir Kayali;Central Midfield;75;1.0;2.0
44266;10945;Abdülkadir Kayali;Attacking Midfield;25;2.0;1.0
44267;10945;Abdülkadir Kayali;Right Winger;3;;
44268;10945;Abdülkadir Kayali;Centre-Back;2;;
44269;10945;Abdülkadir Kayali;Right-Back;1;;
44270;10945;Abdülkadir Kayali;Defensive Midfield;1;;
44271;10946;Jesper Juelsgaard;Left-Back;183;4.0;30.0
44272;10946;Jesper Juelsgaard;Centre-Back;68;;5.0
44273;10946;Jesper Juelsgaard;Left Midfield;3;;1.0
44274;10946;Jesper Juelsgaard;Left Winger;2;;
44275;10947;Petter Vaagan Moen;Attacking Midfield;86;32.0;26.0
44276;10947;Petter Vaagan Moen;Left Midfield;29;9.0;7.0
44277;10947;Petter Vaagan Moen;Central Midfield;29;5.0;11.0
44278;10947;Petter Vaagan Moen;Right Midfield;12;3.0;5.0
44279;10947;Petter Vaagan Moen;Second Striker;3;2.0;1.0
44280;10947;Petter Vaagan Moen;Left Winger;3;1.0;1.0
44281;10947;Petter Vaagan Moen;Centre-Forward;2;1.0;
44282;10947;Petter Vaagan Moen;Right Winger;1;;
44283;10948;Andrei Margaritescu;Central Midfield;4;;
44284;10948;Andrei Margaritescu;Defensive Midfield;3;;
44285;10948;Andrei Margaritescu;Left Winger;1;;
44286;10949;Ernest Webnje N'For;Centre-Forward;51;15.0;14.0
44287;10949;Ernest Webnje N'For;Second Striker;17;1.0;4.0
44288;10949;Ernest Webnje N'For;Attacking Midfield;4;;1.0
44289;10949;Ernest Webnje N'For;Left Winger;2;1.0;1.0
44290;10950;Javi Ros;Central Midfield;101;9.0;5.0
44291;10950;Javi Ros;Attacking Midfield;14;1.0;1.0
44292;10950;Javi Ros;Defensive Midfield;12;2.0;2.0
44293;10950;Javi Ros;Left Midfield;2;;
44294;10950;Javi Ros;Right Midfield;1;;
44295;10950;Javi Ros;Left Winger;1;;
44296;10950;Javi Ros;Right-Back;1;;
44297;10951;Pedro Sánchez;Right Winger;111;20.0;22.0
44298;10951;Pedro Sánchez;Left Winger;40;5.0;8.0
44299;10951;Pedro Sánchez;Attacking Midfield;16;4.0;1.0
44300;10951;Pedro Sánchez;Centre-Forward;1;;
44301;10951;Pedro Sánchez;Left Midfield;1;;
44302;10951;Pedro Sánchez;Right Midfield;1;;
44303;10952;Mitch Apau;Right-Back;175;7.0;9.0
44304;10952;Mitch Apau;Defensive Midfield;5;;
44305;10952;Mitch Apau;Left-Back;5;;
44306;10952;Mitch Apau;Right Midfield;2;1.0;
44307;10952;Mitch Apau;Centre-Back;1;;
44308;10953;Yaw Yeboah;Right Winger;56;4.0;1.0
44309;10953;Yaw Yeboah;Attacking Midfield;7;;1.0
44310;10953;Yaw Yeboah;Left Winger;6;;
44311;10954;Luca Valzania;Central Midfield;94;7.0;10.0
44312;10954;Luca Valzania;Defensive Midfield;10;;
44313;10954;Luca Valzania;Attacking Midfield;4;;
44314;10954;Luca Valzania;Right Midfield;1;;
44315;10954;Luca Valzania;Right Winger;1;;
44316;10954;Luca Valzania;Left Midfield;1;;
44317;10955;Milos Dimitrijevic;Defensive Midfield;55;1.0;5.0
44318;10955;Milos Dimitrijevic;Central Midfield;43;4.0;2.0
44319;10955;Milos Dimitrijevic;Attacking Midfield;3;1.0;1.0
44320;10955;Milos Dimitrijevic;Right Midfield;2;;
44321;10955;Milos Dimitrijevic;Left Midfield;2;;1.0
44322;10956;Eberechi Eze;Attacking Midfield;33;4.0;4.0
44323;10956;Eberechi Eze;Central Midfield;20;3.0;
44324;10956;Eberechi Eze;Left Midfield;8;3.0;1.0
44325;10956;Eberechi Eze;Right Midfield;8;1.0;
44326;10956;Eberechi Eze;Centre-Forward;2;;
44327;10957;Cristian Dell'Orco;Left-Back;103;2.0;3.0
44328;10957;Cristian Dell'Orco;Centre-Back;22;1.0;
44329;10957;Cristian Dell'Orco;Right-Back;1;;
44330;10958;Neil Sullivan;Goalkeeper;43;;
44331;10959;David Moberg Karlsson;Right Winger;70;21.0;9.0
44332;10959;David Moberg Karlsson;Centre-Forward;16;2.0;3.0
44333;10959;David Moberg Karlsson;Right Midfield;13;3.0;5.0
44334;10959;David Moberg Karlsson;Left Winger;10;3.0;
44335;10959;David Moberg Karlsson;Left Midfield;10;1.0;2.0
44336;10959;David Moberg Karlsson;Second Striker;1;;
44337;10960;Gunnar Nielsen;Goalkeeper;183;;
44338;10961;Sandro Gotal;Centre-Forward;65;17.0;5.0
44339;10961;Sandro Gotal;Left Midfield;22;6.0;7.0
44340;10961;Sandro Gotal;Left Winger;16;10.0;2.0
44341;10961;Sandro Gotal;Right Winger;6;;
44342;10961;Sandro Gotal;Attacking Midfield;3;;
44343;10961;Sandro Gotal;Right Midfield;2;;
44344;10961;Sandro Gotal;Second Striker;2;1.0;
44345;10962;Joevin Jones;Left-Back;81;3.0;13.0
44346;10962;Joevin Jones;Left Midfield;57;6.0;9.0
44347;10962;Joevin Jones;Left Winger;1;;
44348;10963;Simen Jukleröd;Left-Back;56;1.0;11.0
44349;10963;Simen Jukleröd;Right Winger;32;10.0;7.0
44350;10963;Simen Jukleröd;Right Midfield;11;3.0;2.0
44351;10963;Simen Jukleröd;Left Midfield;10;;1.0
44352;10963;Simen Jukleröd;Left Winger;5;2.0;
44353;10963;Simen Jukleröd;Attacking Midfield;1;;
44354;10963;Simen Jukleröd;Centre-Forward;1;;
44355;10964;Bruno Jordão;Central Midfield;12;;1.0
44356;10964;Bruno Jordão;Defensive Midfield;1;;
44357;10965;Roberto Insigne;Right Winger;106;33.0;16.0
44358;10965;Roberto Insigne;Attacking Midfield;18;1.0;9.0
44359;10965;Roberto Insigne;Left Winger;14;4.0;4.0
44360;10965;Roberto Insigne;Centre-Forward;14;4.0;5.0
44361;10965;Roberto Insigne;Second Striker;11;1.0;3.0
44362;10965;Roberto Insigne;Central Midfield;1;1.0;1.0
44363;10966;Marvin Johnson;Left Winger;90;20.0;20.0
44364;10966;Marvin Johnson;Left Midfield;57;8.0;10.0
44365;10966;Marvin Johnson;Left-Back;25;5.0;5.0
44366;10966;Marvin Johnson;Right Winger;16;2.0;3.0
44367;10966;Marvin Johnson;Centre-Forward;7;;1.0
44368;10966;Marvin Johnson;Attacking Midfield;3;;1.0
44369;10966;Marvin Johnson;Central Midfield;1;;
44370;10966;Marvin Johnson;Right Midfield;1;1.0;
44371;10966;Marvin Johnson;Second Striker;1;;
44372;10967;Diego Barcelos;Attacking Midfield;27;4.0;4.0
44373;10967;Diego Barcelos;Left Winger;9;2.0;
44374;10967;Diego Barcelos;Right Winger;7;;
44375;10967;Diego Barcelos;Left Midfield;5;1.0;1.0
44376;10967;Diego Barcelos;Central Midfield;2;;
44377;10967;Diego Barcelos;Right Midfield;2;;1.0
44378;10967;Diego Barcelos;Second Striker;1;;
44379;10967;Diego Barcelos;Centre-Forward;1;1.0;
44380;10968;Pedro Oldoni;Centre-Forward;17;3.0;1.0
44381;10969;Javi Jiménez;Goalkeeper;91;;
44382;10970;Fedor Chernykh;Right Winger;76;13.0;10.0
44383;10970;Fedor Chernykh;Left Winger;57;9.0;8.0
44384;10970;Fedor Chernykh;Centre-Forward;49;17.0;15.0
44385;10970;Fedor Chernykh;Second Striker;27;5.0;4.0
44386;10970;Fedor Chernykh;Right-Back;4;;
44387;10970;Fedor Chernykh;Right Midfield;4;2.0;
44388;10970;Fedor Chernykh;Left Midfield;3;;
44389;10970;Fedor Chernykh;Attacking Midfield;3;1.0;
44390;10971;Renatinho;Right Winger;50;18.0;3.0
44391;10971;Renatinho;Left Winger;15;5.0;2.0
44392;10971;Renatinho;Centre-Forward;8;2.0;4.0
44393;10971;Renatinho;Second Striker;3;;
44394;10971;Renatinho;Left Midfield;1;;
44395;10971;Renatinho;Right Midfield;1;;
44396;10972;Josip Tadic;Centre-Forward;116;36.0;14.0
44397;10972;Josip Tadic;Right Winger;5;1.0;
44398;10972;Josip Tadic;Attacking Midfield;1;1.0;
44399;10972;Josip Tadic;Left Winger;1;;
44400;10973;Nabil Bahoui;Left Winger;62;21.0;13.0
44401;10973;Nabil Bahoui;Centre-Forward;20;7.0;7.0
44402;10973;Nabil Bahoui;Left Midfield;18;7.0;3.0
44403;10973;Nabil Bahoui;Right Winger;14;4.0;4.0
44404;10973;Nabil Bahoui;Attacking Midfield;9;2.0;1.0
44405;10973;Nabil Bahoui;Right Midfield;5;2.0;
44406;10973;Nabil Bahoui;Second Striker;3;;1.0
44407;10973;Nabil Bahoui;Defensive Midfield;2;2.0;
44408;10973;Nabil Bahoui;Central Midfield;1;2.0;
44409;10974;Joel Pereira;Goalkeeper;62;;
44410;10975;Alessandro Noselli;Centre-Forward;111;40.0;7.0
44411;10975;Alessandro Noselli;Right Winger;36;16.0;3.0
44412;10975;Alessandro Noselli;Left Winger;8;4.0;1.0
44413;10975;Alessandro Noselli;Second Striker;7;2.0;1.0
44414;10975;Alessandro Noselli;Left Midfield;2;1.0;
44415;10975;Alessandro Noselli;Central Midfield;1;;
44416;10975;Alessandro Noselli;Right Midfield;1;;
44417;10976;Gary Coulibaly;Defensive Midfield;69;1.0;2.0
44418;10976;Gary Coulibaly;Centre-Back;35;;2.0
44419;10976;Gary Coulibaly;Central Midfield;14;;
44420;10977;Andrea Orlandi;Central Midfield;52;1.0;3.0
44421;10977;Andrea Orlandi;Attacking Midfield;25;2.0;2.0
