id;confederation;stadium;city;home_teams;capacity;county;ioc;country_population
864;UEFA;Stadio Oreste Granillo;Reggio Calabria;Reggina;27713;Italy;ITA;60483973
865;UEFA;Stadio Paolo Mazza;Ferrara;SPAL;7000;Italy;ITA;60483973
866;UEFA;Stadio Partenio;Avellino;US Avellino;26150;Italy;ITA;60483973
867;UEFA;Stadio Piercesare Tombolato;Cittadella;AS Cittadella;7623;Italy;ITA;60483973
868;UEFA;Stadio Pierluigi Penzo;Venice;Venezia FC;7389;Italy;ITA;60483973
869;UEFA;Stadio Pino Zaccheria;Foggia;US Foggia;25085;Italy;ITA;60483973
870;UEFA;Stadio Polisportivo Provinciale;Trapani;Trapani Calcio;7787;Italy;ITA;60483973
871;UEFA;Stadio Raffaele Mancini;Fano;Alma Juventus;8800;Italy;ITA;60483973
872;UEFA;Stadio Renato Curi;Perugia;AC Perugia;27049;Italy;ITA;60483973
873;UEFA;Stadio Renato Dall’Ara;Bologna;Bologna FC;39300;Italy;ITA;60483973
874;UEFA;Stadio Renzo Barbera;Palermo;US Palermo;36349;Italy;ITA;60483973
875;UEFA;Stadio San Filippo;Messina;FC Messina;40200;Italy;ITA;60483973
876;UEFA;Stadio San Nicola;Bari;AS Bari;58270;Italy;ITA;60483973
877;UEFA;Stadio San Paolo;Neapol;SSC Napoli;60240;Italy;ITA;60483973
878;UEFA;Stadio San Siro;Milan;AC Milan, Inter FC;81277;Italy;ITA;60483973
879;UEFA;Stadio Sant’Elia;Cagliari;Cagliari Calcio;16000;Italy;ITA;60483973
880;UEFA;Stadio Silvio Piola;Novara;Novara Calcio;17875;Italy;ITA;60483973
881;UEFA;Stadio Silvio Piola;Vercelli;Pro Vercelli;4200;Italy;ITA;60483973
882;UEFA;Stadio Via del Mare;Lecce;US Lecce;36285;Italy;ITA;60483973
883;CAF;Stade Félix-Houphouët-Boigny;Abidjan;ASEC Mimosas;35000;Ivory Coast;CIV;23740424
884;AFC;Ajinomoto Stadium;Chofu (Tokyo);FC Tokyo, Verdy;50100;Japan;JPN;126440000
885;AFC;Atsubetsu Stadium;Sapporo;Consadole;20861;Japan;JPN;126440000
886;AFC;Banpaku Stadium;Osaka;Gamba;23000;Japan;JPN;126440000
887;AFC;Best Amenity Stadium;Tosu;Sagan;24490;Japan;JPN;126440000
888;AFC;Big Arch Stadium;Hiroshima;Sanfrecce;45000;Japan;JPN;126440000
889;AFC;Chiyogadai Stadium;Hakodate;;15000;Japan;JPN;126440000
890;AFC;City Light Stadium;Okayama;Fagiano;20000;Japan;JPN;126440000
891;AFC;Ecopa Stadium;Fukuroi;Jubilo, S-Pulse;50889;Japan;JPN;126440000
892;AFC;Fukuda Denshi Arena;Ichihara;JEF United;19781;Japan;JPN;126440000
893;AFC;Hitachidai;Kashiwa;Reysol;15349;Japan;JPN;126440000
894;AFC;Ichihara Seaside Stadium;Ichihara;JEF United;15338;Japan;JPN;126440000
895;AFC;Kashima Stadium;Kashima;Antlers;40728;Japan;JPN;126440000
896;AFC;Kashiwanoha Stadium;Kashiwa;Reysol;20000;Japan;JPN;126440000
897;AFC;Kincho Stadium;Osaka;Cerezo;20500;Japan;JPN;126440000
898;AFC;Komazawa Stadium;Setagaya Ward;;20010;Japan;JPN;126440000
899;AFC;Kumagaya Sports Park Stadium;Kumagaya;Ardija;15392;Japan;JPN;126440000
900;AFC;Level-5 Stadium;Fukuoka;Avispa;22563;Japan;JPN;126440000
901;AFC;Machida Athletic Stadium;Machida;Zelvia;10600;Japan;JPN;126440000
902;AFC;Marugame Stadium;Marugame;Kamatamare;30099;Japan;JPN;126440000
903;AFC;Matsumoto Stadium;Matsumoto;Yamaga, Shiojri;20396;Japan;JPN;126440000
904;AFC;Mikuni World Stadium;Kitakyushu;Giravanz;15066;Japan;JPN;126440000
905;AFC;Minaminagano Stadium;Nagano;Nagano Parceiro;15491;Japan;JPN;126440000
906;AFC;Miyagi Stadium;Rifu;Vegalta, Sony;49133;Japan;JPN;126440000
907;AFC;Nagaragawa Stadium;Gifu;FC Gifu;31000;Japan;JPN;126440000
908;AFC;Nagasaki Athletic Stadium;Isahaya;V-Varen;20246;Japan;JPN;126440000
909;AFC;ND Soft Stadium;Tendō;Yamagata;20315;Japan;JPN;126440000
910;AFC;NHK Spring Mitsuzawa Stadium;Yokohama;Yokohama FC, F.Marinos;15454;Japan;JPN;126440000
911;AFC;Niigata Stadium;Niigata;Albirex;42279;Japan;JPN;126440000
912;AFC;Ningineer Stadium;Matsuyama;Ehime FC;30000;Japan;JPN;126440000
913;AFC;Nishikyogoku Stadium;Kyoto;Sanga;20242;Japan;JPN;126440000
914;AFC;Nissan Stadium;Yokohama;Marinos;72327;Japan;JPN;126440000
915;AFC;Noevir Stadium Kobe;Kobe;Vissel;30132;Japan;JPN;126440000
916;AFC;Ōita Stadium;Oita;Trinita;40000;Japan;JPN;126440000
917;AFC;Ōmiya Park Stadium;Saitama;Ardija;15500;Japan;JPN;126440000
918;AFC;Outsourcing Stadium Nihondaira;Shimizu-Miho;S-Pulse;20299;Japan;JPN;126440000
919;AFC;Saitama Stadium;Urawa;Red Diamonds;63718;Japan;JPN;126440000
920;AFC;Sapporo Dome;Sapporo;Consadole;41484;Japan;JPN;126440000
921;AFC;Shikishima Stadium;Gunma;Thespa;10050;Japan;JPN;126440000
922;AFC;Shonan BMW Stadium;Hiratsuka;Shonan Bellmare;18500;Japan;JPN;126440000
923;AFC;Stadium Sendai;Sendai;Vegalta, Sony;19694;Japan;JPN;126440000
924;AFC;Suita City Stadium;Suita;Gamba;39694;Japan;JPN;126440000
925;AFC;Tochigi Green Stadium;Utsunomiya;Tochigi;15589;Japan;JPN;126440000
926;AFC;Todoroki Athletic Stadium;Kawasaki;Frontale;27495;Japan;JPN;126440000
927;AFC;Toyama Stadium;Toyama;Kataller;28494;Japan;JPN;126440000
928;AFC;Toyota Stadium;Toyota;Grampus Eight;45000;Japan;JPN;126440000
929;AFC;Umakana Yokana Stadium;Kumamoto;Roasso;32000;Japan;JPN;126440000
930;AFC;Universiade Stadium;Kobe;Vissel;60000;Japan;JPN;126440000
931;AFC;Urawa Komaba Stadium;Urawa;Red Diamonds;21500;Japan;JPN;126440000
932;AFC;Yamaha Stadium;Iwata;Júbilo;16879;Japan;JPN;126440000
933;AFC;Yanmar Nagai Stadium;Osaka;Cerezo;45409;Japan;JPN;126440000
934;AFC;King Abdullah Stadium;Amman;Al-Wahdat, Al-Baqa'a, Al-Jazeera, Al-Yarmouk;18000;Jordan;JOR;10171480
935;AFC;Prince Mohammed Stadium;Zarqa;;17000;Jordan;JOR;10171480
936;UEFA;Astana Arena;Astana;FC Astana;30254;Kazakhstan;KAZ;18311700
937;UEFA;Ortalyk Tsentralnyi Stadion;Almaty;Almaty FK, MegaSport, Qayrat;23804;Kazakhstan;KAZ;18311700
938;UEFA;Stadion Kazhimukan Munaytpasov;Shymkent;FK Ordabasy;37000;Kazakhstan;KAZ;18311700
939;UEFA;Stadion Kazhimukan Munaytpasov;Astana;FK Astana;12250;Kazakhstan;KAZ;18311700
940;UEFA;Stadion Zhetysu;Taldykorgan;Zhetysu;5550;Kazakhstan;KAZ;18311700
941;CAF;Afraha Stadium;Nakuru;AllStars, Ulinzi Stars, Utawala;8200;Kenya;KEN;49125325
942;CAF;Nyayo National Stadium;Nairobi;Leopards;30000;Kenya;KEN;49125325
943;CAF;Safaricom Stadium;Nairobi;Mathare United, Tusker;60000;Kenya;KEN;49125325
944;AFC;Jaber Al-Ahmad International Stadium;Al-Ardiya;;64000;Kuwait;KUW;4052584
945;AFC;Mubarak Alair Stadium;Jahra;Al-Jahra SC;17000;Kuwait;KUW;4052584
946;AFC;Thamir Stadium;Salmiya;Al-Salmiya SC;16105;Kuwait;KUW;4052584
947;AFC;Laos National Stadium;Vientiane;;25000;Laos;LAO;6758353
948;UEFA;Celtnieks;Daugavpils;Dinaburg, Ditton;3480;Latvia;LVA;1925800
949;UEFA;Daugavas stadions;Riga;Olimps;10000;Latvia;LVA;1925800
950;UEFA;Daugavas stadions;Liepāja;FK Liepāja;5083;Latvia;LVA;1925800
951;UEFA;Latvijas Universitates;Riga;;5000;Latvia;LVA;1925800
952;UEFA;Olimpija stadions;Liepāja;FK Liepāja, 1625 Liepāja;1500;Latvia;LVA;1925800
953;UEFA;Skonto;Riga;Skonto;9500;Latvia;LVA;1925800
954;UEFA;Stadions Arkādija;Riga;Caramba/Dinamo;412;Latvia;LVA;1925800
955;UEFA;Ventspils stadions;Ventspils;FK Ventspils;3250;Latvia;LVA;1925800
956;UEFA;ZOC stadions;Jelgava;FK Jelgava;1560;Latvia;LVA;1925800
957;AFC;Beirut Municipal Stadium;Beirut;Al-Ansar;18000;Lebanon;LIB;6006668
958;AFC;Camille Chamoun Stadium;Beirut;;48837;Lebanon;LIB;6006668
959;AFC;Saida International Stadium;Sidon;Al-Ahli;22600;Lebanon;LIB;6006668
960;CAF;Setsoto Stadium;Maseru;;20000;Lesotho;LES;2203821
961;UEFA;Aukštaitijos;Panevėžys;Ekranas;9940;Lithuania;LTU;2795674
962;UEFA;LFF Stadionas;Vilnius;Žalgiris, MRU, Polonia;5422;Lithuania;LTU;2795674
963;UEFA;Pakruojo miesto stadionas;Pakruojis;Kruoja;2000;Lithuania;LTU;2795674
964;UEFA;S. Dariaus ir S. Gireno;Kaunas;FBK;8248;Lithuania;LTU;2795674
965;UEFA;Savivaldybės stadionas;Šiauliai;FC Šiauliai, Gintra–Universitetas;2430;Lithuania;LTU;2795674
966;UEFA;Suduvos;Marijampolė;Sūduva;4000;Lithuania;LTU;2795674
967;UEFA;Stade Alphonse Theis;Hesperange;Swift;4100;Luxemburg;LUX;602005
968;UEFA;Stade au Cents;Luxembourg;Hamm Benfica;2800;Luxemburg;LUX;602005
969;UEFA;Stade du Thillenberg;Differdange;FC Differdange;6300;Luxemburg;LUX;602005
970;UEFA;Stade Émile Mayrisch;Esch-sur-Alzette;Fola;3900;Luxemburg;LUX;602005
971;UEFA;Stade Jos Nosbaum;Dudelange;F91 Dudelange;2558;Luxemburg;LUX;602005
972;UEFA;Stade Josy Barthel;Luxembourg;Racing Union;8054;Luxemburg;LUX;602005
973;UEFA;Stade Municipal de Rumelange;Rumelange;US Rumelange;3010;Luxemburg;LUX;602005
974;UEFA;Stade Municipal Oberkorn;Differdange;CS Oberkorn, FC Differdange 03;2400;Luxemburg;LUX;602005
975;UEFA;Stade op Flohr;Grevenmacher;SC Grevenmacher;4062;Luxemburg;LUX;602005
976;UEFA;Pod Tumbe Kafe;Bitola;Pelister;6100;Macedonia;MKD;2103721
977;UEFA;Stadion Boris Trajkovski;Skopje;Madžari Solidarnost;3000;Macedonia;MKD;2103721
978;UEFA;Stadion Gjorče Petrov;Skopje;Makedonija;3000;Macedonia;MKD;2103721
979;UEFA;Stadion Goce Delčev;Prilep;Pobeda;5684;Macedonia;MKD;2103721
980;UEFA;Stadion Gradska Plaža;Struga;Karaorman, Vlaznimi;1000;Macedonia;MKD;2103721
981;UEFA;Stadion Gradski Kičevo;Kičevo;Napredok;5000;Macedonia;MKD;2103721
982;UEFA;Stadion Gradski Tetovo;Tetovo;Renova, Shkendija 79, Teteks;15000;Macedonia;MKD;2103721
983;UEFA;Telekom Arena;Skopje;Rabotnički, Vardar;36400;Macedonia;MKD;2103721
984;CAF;Bingu National Stadium;Lilongwe;;41100;Malawi;MWI;18091575
985;AFC;Stadium Bukit Jalil;Bukit Jalil;;87411;Malaysia;MAS;32049700
986;AFC;Stadium Darul Makmur;Kuantan;PB Pahang, Shahzan Muda;40000;Malaysia;MAS;32049700
987;AFC;Stadium JCorp;Pasir Gudang;Johor FC;15000;Malaysia;MAS;32049700
988;AFC;Stadium Larkin;Johor Bahru;Johor Darul Ta'zim;30000;Malaysia;MAS;32049700
989;AFC;Stadium Likas;Kota Kinabalu;Sabah FA;35000;Malaysia;MAS;32049700
990;AFC;Stadium MPS;Selayang;Sime Darby;10000;Malaysia;MAS;32049700
991;AFC;Stadium Petaling Jaya;Petaling Jaya;PKNS;25000;Malaysia;MAS;32049700
992;AFC;Stadium Shah Alam;Shah Alam;Selangor;69372;Malaysia;MAS;32049700
993;CAF;Stade du 26 Mars;Bamako;;55000;Mali;MLI;19329841
994;UEFA;Centenary Stadium;Ta’ Qali;;2000;Malta;MLT;475700
995;UEFA;Hibernians Ground;Paola;Hibernians;1232;Malta;MLT;475700
996;UEFA;Ta’ Qali Stadium;Ta’ Qali;Birkirka, Valletta, inne;17797;Malta;MLT;475700
997;UEFA;Victor Tedesco Stadium;Ħamrun;Ħamrun Spartans;858;Malta;MLT;475700
998;CONCACAF;Estadio 3 de Marzo;Guadalajara;Estudiantes;22988;Mexico;MEX;133140936
999;CONCACAF;Estadio Agustín Coruco Díaz;Zacatepec;Zacatepec Siglo XXI;24443;Mexico;MEX;133140936
1000;CONCACAF;Estadio Akron;Zapopan;Chivas;49850;Mexico;MEX;133140936
1001;CONCACAF;Estadio Alberto Córdoba;Toluca;Potros;32000;Mexico;MEX;133140936
1002;CONCACAF;Estadio Alfonso Lastras;San Luís Potosí;Club San Luís;24000;Mexico;MEX;133140936
1003;CONCACAF;Estadio Andrés Quintana Roo;Cancún;CF Atlante;20000;Mexico;MEX;133140936
1004;CONCACAF;Estadio Azteca;Mexico City;América, Cruz Azul;87000;Mexico;MEX;133140936
1005;CONCACAF;Estadio Azul;Mexico City;;35161;Mexico;MEX;133140936
1006;CONCACAF;Estadio Azulgrana;Netzahualcóyotl;Atlante;28500;Mexico;MEX;133140936
1007;CONCACAF;Estadio Banorte;Culiacán;Dorados;21000;Mexico;MEX;133140936
1008;CONCACAF;Estadio BBVA Bancomer;Guadeloupe;CF Monterrey;53500;Mexico;MEX;133140936
1009;CONCACAF;Estadio Borregos;Aquascalientes;;2000;Mexico;MEX;133140936
1010;CONCACAF;Estadio Caliente;Tijuana;Club Tijuana;27333;Mexico;MEX;133140936
1011;CONCACAF;Estadio Cuauhtémoc;Puebla;Puebla FC;51726;Mexico;MEX;133140936
1012;CONCACAF;Estadio Jalisco;Guadalajara;Atlas;56713;Mexico;MEX;133140936
1013;CONCACAF;Estadio Juan N. López;La Piedad;Reboceros;20000;Mexico;MEX;133140936
1014;CONCACAF;Estadio La Corregidora;Querétaro;Querétaro FC;34130;Mexico;MEX;133140936
1015;CONCACAF;Estadio León;León;Club León;31297;Mexico;MEX;133140936
1016;CONCACAF;Estadio Luís de la Fuente;Boca del Rio;Veracruz;28703;Mexico;MEX;133140936
1017;CONCACAF;Estadio Marte R. Gómez;Ciudad Victoria;Correcaminos;18000;Mexico;MEX;133140936
1018;CONCACAF;Estadio Miguel Hidalgo;Pachuca;Pachuca CF;25000;Mexico;MEX;133140936
1019;CONCACAF;Estadio Morelos;Morelia;Monarcas;38869;Mexico;MEX;133140936
1020;CONCACAF;Estadio Nemesio Díez;Toluca;Deportivo Toluca;30000;Mexico;MEX;133140936
1021;CONCACAF;Estadio Olímpico Universitario;Mexico City;Pumas;63186;Mexico;MEX;133140936
1022;CONCACAF;Estadio Tecnológico;Monterrey;;32662;Mexico;MEX;133140936
1023;CONCACAF;Estadio Tecnológico de Oaxaca;Oaxaca de Juárez;Alebrijes;17200;Mexico;MEX;133140936
1024;CONCACAF;Estadio TSM Corona;Torreon;Santos Laguna;30000;Mexico;MEX;133140936
1025;CONCACAF;Estadio Universitario;San Nicolás de los Garza;Tigres;41886;Mexico;MEX;133140936
1026;CONCACAF;Estadio Universitario BUAP;Puebla;Lobos de la BUAP, Lobos Prepa;20411;Mexico;MEX;133140936
1027;CONCACAF;Estadio Víctor Manuel Reyna;Tuxtla Gutiérrez;Jaguares;29508;Mexico;MEX;133140936
1028;CONCACAF;Estadio Victoria;Aquascalientes;Necaxa;25494;Mexico;MEX;133140936
1029;UEFA;Bolshaya Sportivnaya Arena;Tiraspol;Sheriff;12746;Moldova;MDA;3350900
1030;UEFA;Dinamo;Kishinev;FC Politehnica, CSCA;2692;Moldova;MDA;3350900
1031;UEFA;Krytaya Arena;Tiraspol;Sheriff;3570;Moldova;MDA;3350900
1032;UEFA;Malaya Sportivnaya Arena;Tiraspol;Sheriff;8914;Moldova;MDA;3350900
1033;UEFA;Republican;Kishinev;FC Dacia, Dacia-2;8009;Moldova;MDA;3350900
1034;UEFA;Zimbru;Kishinev;FC Zimbru;10600;Moldova;MDA;3350900
1035;UEFA;Stadion pod Goricom;Podgorica;Budućnost;15230;Montenegro;MNE;678326
1036;CAF;Complexe Sportif de Fès;Fes;Maghreb, Wydad;45000;Morocco;MAR;35740000
1037;CAF;Stade Adrar;Agadir;Hassania;45480;Morocco;MAR;35740000
1038;CAF;Stade Bachir;Mohammedia;Chabab;15000;Morocco;MAR;35740000
1039;CAF;Stade d'Honneur d’Oujda;Oujda;Mouloudia;30000;Morocco;MAR;35740000
1040;CAF;Stade d'Honneur de Meknès;Meknes;CODM;20000;Morocco;MAR;35740000
1041;CAF;Stade de FUS;Rabat;FUS;10000;Morocco;MAR;35740000
1042;CAF;Stade de Marrakech;Marrakech;KACM;45240;Morocco;MAR;35740000
1043;CAF;Stade de Tanger;Tangier;Ittihad;45000;Morocco;MAR;35740000
1044;CAF;Stade du 18-Novembre;Khemisset;Ittihad;10000;Morocco;MAR;35740000
1045;CAF;Stade du Phosphate;Khouribga;Olympique;10000;Morocco;MAR;35740000
1046;CAF;Stade El Abdi;El Jadida;Difaâ;10000;Morocco;MAR;35740000
1047;CAF;Stade El Massira;Safi;Olympique;15000;Morocco;MAR;35740000
1048;CAF;Stade Hassan II;Fes;Wydad;10000;Morocco;MAR;35740000
1049;CAF;Stade Mimoun Al Arsi;Al Hoceima;Chabab;12500;Morocco;MAR;35740000
1050;CAF;Stade Mohamed V;Casablanca;Raja, Wydad;67000;Morocco;MAR;35740000
1051;CAF;Stade Moulay Abdallah;Rabat;FAR;65000;Morocco;MAR;35740000
1052;CAF;Stade Municipal de Kénitra;Kenitra;KAC;15000;Morocco;MAR;35740000
1053;CAF;Stade Saniat Rmel;Tetouan;Moghreb;10000;Morocco;MAR;35740000
1054;CAF;Estádio da Machava;Maputo;Ferroviário;40000;Mozambique;MOZ;28829476
1055;CAF;Estádio do Zimpeto;Maputo;;42000;Mozambique;MOZ;28829476
1056;AFC;Dasarath Rangasala;Kathmandu;New Road, Ranipokhari Corner, Three Star, Tribhuva;25000;Nepal;NEP;28982771
1057;UEFA;Abe Lenstra Stadion;Heerenven;SC Heerenven;26400;Netherlands;NED;17100715
1058;UEFA;AFAS Stadion;Alkmaar;AZ;17250;Netherlands;NED;17100715
1059;UEFA;Cambuurstadion;Leeuwarden;SC Cambuur;10250;Netherlands;NED;17100715
1060;UEFA;De Adelaarshorst;Deventer;Go Ahead Eagles;10400;Netherlands;NED;17100715
1061;UEFA;De Geusselt;Maastricht;MVV Maastricht;10000;Netherlands;NED;17100715
1062;UEFA;De Grolsch Veste;Enschede;Twente;30205;Netherlands;NED;17100715
1063;UEFA;De Koel;Venlo;VVV Venlo;8000;Netherlands;NED;17100715
1064;UEFA;De Oude Meerdijk;Emmen;FC Emmen;8301;Netherlands;NED;17100715
1065;UEFA;Frans Heesen Stadion;Oss;FC Oss;4560;Netherlands;NED;17100715
1066;UEFA;GelreDome;Arnhem;Vitesse;21248;Netherlands;NED;17100715
1067;UEFA;Goffertstadion;Nijmegen;NEC;12470;Netherlands;NED;17100715
1068;UEFA;Hitachi Stadion;Groningen;FC Groningen;22550;Netherlands;NED;17100715
1069;UEFA;Johan Cruijff ArenA;Amsterdam;Ajax;55134;Netherlands;NED;17100715
1070;UEFA;Koning Willem II Stadion;Tilburg;Willem II;14637;Netherlands;NED;17100715
1071;UEFA;Kras Stadion;Volendam;FC Volendam;6984;Netherlands;NED;17100715
1072;UEFA;Kyocera Stadion;Hague;ADO Den Haag;15000;Netherlands;NED;17100715
1073;UEFA;Lavans Stadion;Helmond;Helmond Sport;4200;Netherlands;NED;17100715
1074;UEFA;MAC³PARK stadion;Zwolle;PEC Zwolle;13250;Netherlands;NED;17100715
1075;UEFA;Mandemakers Stadion;Waalwijk;RKC Waalwijk;7500;Netherlands;NED;17100715
1076;UEFA;Olympisch Stadion;Amsterdam;;22288;Netherlands;NED;17100715
1077;UEFA;Parkstad Limburg;Kerkrade;Roda;19200;Netherlands;NED;17100715
1078;UEFA;Philips Stadion;Eindhoven;PSV;35119;Netherlands;NED;17100715
1079;UEFA;Rat Verlegh Stadion;Breda;NAC;19000;Netherlands;NED;17100715
1080;UEFA;Sparta Stadion;Rotterdam;Sparta Rotterdam;11026;Netherlands;NED;17100715
1081;UEFA;Sportpark De Heikant;Groesbeek;Achilles '29;4500;Netherlands;NED;17100715
1082;UEFA;Sportpark De Hoge Bomen;Naaldwijk;Westlandia;2000;Netherlands;NED;17100715
1083;UEFA;Sportpark De Westmaat (Blauwe);Spakenburg;SV Spakenburg;2300;Netherlands;NED;17100715
1084;UEFA;Sportpark De Westmaat (Rode);Spakenburg;IJsselmeervogels;2550;Netherlands;NED;17100715
1085;UEFA;Sportpark Elinkwijk;Utrecht;USV Elinkwijk;5000;Netherlands;NED;17100715
1086;UEFA;Sportpark Westvliet;Voorburg;Wilhelmus;1000;Netherlands;NED;17100715
1087;UEFA;Stadion Feijenoord;Rotterdam;Feyenoord;51117;Netherlands;NED;17100715
1088;UEFA;Stadion Galgenwaard;Utrecht;Utrecht;24426;Netherlands;NED;17100715
1089;UEFA;Stadion Heracles Almelo;Almelo;Heracles;13500;Netherlands;NED;17100715
1090;UEFA;Stadion Woudestein;Rotterdam;Exelsior;3785;Netherlands;NED;17100715
1091;UEFA;Telstar Stadion;Velsen-Zuid;Telstar;3625;Netherlands;NED;17100715
1092;UEFA;Trendwork Arena Stadion;Sittard;Fortuna Sittard;12500;Netherlands;NED;17100715
1093;OFC;Eden Park;Auckland;;50000;New Zeland;NZL;4924680
1094;OFC;Forsyth Barr Stadium;Dunedin;Otago United;30748;New Zeland;NZL;4924680
1095;OFC;Westpac Stadium;Wellington;Phoenix;36000;New Zeland;NZL;4924680
1096;CAF;Abuja Stadium;Abuja;;60491;Nigeria;NGA;190886311
1097;CAF;Godswill Akpabio International Stadium;Uyo;;30000;Nigeria;NGA;190886311
1098;AFC;Kim Il-sung Stadium;Pyongyang;Pyongyang City;50000;North Korea;PKR;25368620
1099;AFC;Rungrado May Day Stadium;Pyongyang;;114000;North Korea;PKR;25368620
1100;UEFA;Kingspan Stadium;Belfast;Ulster Rugby;18196;Northern Ireland;NIR;1876695
1101;UEFA;Solitude;Belfast;Cliftonville;6224;Northern Ireland;NIR;1876695
1102;UEFA;The Oval;Belfast;Glentoran;5056;Northern Ireland;NIR;1876695
1103;UEFA;Windsor Park;Belfast;Linfield;18614;Northern Ireland;NIR;1876695
1104;UEFA;Aker Stadion;Molde;Molde FK;11167;Norway;NOR;5323933
1105;UEFA;Alfheim Stadion;Tromsø;Tromsø IL;7500;Norway;NOR;5323933
1106;UEFA;Åråsen Stadion;Lillestrøm;Lillestrøm SK;12250;Norway;NOR;5323933
1107;UEFA;Aspmyra Stadion;Bodø;Bodø/Glimt;7294;Norway;NOR;5323933
1108;UEFA;Bislett Stadion;Oslo;Skeid, Lyn;15400;Norway;NOR;5323933
1109;UEFA;Brann Stadion;Bergen;Brann;17686;Norway;NOR;5323933
1110;UEFA;Color Line Stadion;Ålesund;Ålesund FK;10720;Norway;NOR;5323933
1111;UEFA;HIL Stadion;Henningsvær;Henningsvær IL;500;Norway;NOR;5323933
1112;UEFA;Intility Arena;Oslo;Vålerenga;17333;Norway;NOR;5323933
1113;UEFA;Komplett.no Arena;Sandefjord;Sandefjord Fotball;9000;Norway;NOR;5323933
1114;UEFA;Lerkendal Stadion;Trondheim;Rosenborg;21366;Norway;NOR;5323933
1115;UEFA;Marienlyst Stadion;Drammen;Stromsgodset, Drafn, Drammen FK;8500;Norway;NOR;5323933
1116;UEFA;Nadderud Stadion;Bærum;Stabæk;4750;Norway;NOR;5323933
1117;UEFA;Sarpsborg Stadion;Sarpsborg;Sarpsborg 08 FF;5000;Norway;NOR;5323933
1118;UEFA;Sør Arena;Kristiansand;IK Start;14300;Norway;NOR;5323933
1119;UEFA;Strømmen Stadion;Strømmen;Strømmen IF;1800;Norway;NOR;5323933
1120;UEFA;Telenor Arena;Fornebu;;15600;Norway;NOR;5323933
1121;UEFA;Ullevål Stadion;Oslo;;27200;Norway;NOR;5323933
1122;UEFA;Viking Stadion;Stavanger;Viking;15300;Norway;NOR;5323933
1123;AFC;Al-Saada Stadium;Salalah;Dhofar, Al-Nasr;8000;Oman;OMA;4424762
1124;AFC;Seeb Stadium;Seeb;Al-Seeb SC;8000;Oman;OMA;4424762
1125;AFC;Sohar Regional Sports Complex;Sohar;Sohar Club;19000;Oman;OMA;4424762
1126;AFC;Sur Sports Complex;Sur;Sur SC;8000;Oman;OMA;4424762
1127;CONMEBOL;Estadio Antonio Oddone Sarubbi;Pedro Juan Caballero;3 de Febrero;28000;Paraguay;PAR;7052984
1128;CONMEBOL;Estadio Defensores del Chaco;Asunción;;36000;Paraguay;PAR;7052984
1129;CONMEBOL;Estadio Dr. Nicolás Leóz;Asunción;Club Libertad;10000;Paraguay;PAR;7052984
1130;CONMEBOL;Estadio Feliciano Cáceres;Luque;Luqueńo;24000;Paraguay;PAR;7052984
1131;CONMEBOL;Estadio General Pablo Rojas;Asunción;Cerro Porteńo;45000;Paraguay;PAR;7052984
1132;CONMEBOL;Estadio Manuel Ferreira;Asunción;Olímpia;22000;Paraguay;PAR;7052984
1133;CONMEBOL;Estadio Rio Parapiti;Pedro Juan Caballero;2 de Mayo;22000;Paraguay;PAR;7052984
1134;CONMEBOL;Estadio Alejandro Villanueva;Lima;Alianza;33938;Peru;PER;32162184
1135;CONMEBOL;Estadio Garcilaso de la Vega;Cusco;Cienciano;42056;Peru;PER;32162184
1136;CONMEBOL;Estadio Miguel Grau;Callao;Sport Boys;15000;Peru;PER;32162184
1137;CONMEBOL;Estadio Nacional José Diaz;Lima;;45574;Peru;PER;32162184
1138;CONMEBOL;Estadio Teodoro Lolo Fernández;Ate;Universitario;80093;Peru;PER;32162184
1139;UEFA;Arena Częstochowa;Częstochowa;Włókniarz;16850;Poland;POL;38433600
1140;UEFA;Arena Lublin;Lublin;Motor, Lublinianka;15400;Poland;POL;38433600
1141;UEFA;Arena Zabrze;Zabrze;Górnik;24563;Poland;POL;38433600
1142;UEFA;Arena Żagań;Zagan;Czarni;2060;Poland;POL;38433600
1143;UEFA;Dolcan Arena;Zabki;Dolcan;2100;Poland;POL;38433600
1144;UEFA;GIEKSA Arena;Bełchatów;GKS;5264;Poland;POL;38433600
1145;UEFA;Intakus Park;Wroclaw;Ślęza;4000;Poland;POL;38433600
1146;UEFA;Izo Arena;Boguchwała;Izolator, Stal;943;Poland;POL;38433600
1147;UEFA;Kompleks im. Włodzimierza Smolarka;Uniejów;MGLKS Uniejów;800;Poland;POL;38433600
1148;UEFA;Motoarena;Toruń;Apator;15000;Poland;POL;38433600
1149;UEFA;Narodowy Stadion Rugby;Gdynia;Bałtyk;2425;Poland;POL;38433600
1150;UEFA;PGE Narodowy;Warsaw;;57915;Poland;POL;38433600
1151;UEFA;Stadion 1000-lecia w Turku;Turek;Tur;2400;Poland;POL;38433600
1152;UEFA;Stadion 650-lecia;Słupsk;;5000;Poland;POL;38433600
1153;UEFA;Stadion Alfreda Smoczyka;Leszno;Unia;16700;Poland;POL;38433600
1154;UEFA;Stadion Amiki;Wronki;Amica;5296;Poland;POL;38433600
1155;UEFA;Stadion Arkonii;Szczecin;Arkonia;10000;Poland;POL;38433600
1156;UEFA;Stadion AWF Katowice;Katowice;;1200;Poland;POL;38433600
